ID,FacilityName,StreetAddress,City,PostalCode,Type,Phone
0,D C Metals,6849 28th St ,North Highlands,95660,CRV,(916) 344-0862
0,Mt Communities Recycle Center,24089 Lake Gregory Dr ,Crestline,92325,CRV,(909) 338-7251
0,RB Recycling,115 S West St ,Tulare,93274,CRV,(559) 799-9513
0,Danny Recycling Center,1745 Walsh Ave ,Santa Clara,95050,CRV,(408) 492-9033
0,American Recycling,4070 Home Ave ,San Diego,92105,CRV,(619) 266-8456
0,Dinuba Recycle Center,267 S Uruapan Way ,Dinuba,93618,CRV,(559) 596-1082
0,Pedritos Recycling,8804 S Figueroa St ,Los Angeles,90003,CRV,(323) 971-8287
0,Laur Metals Co,22106 S Main St ,Carson,90745,CRV,(213) 240-5054
0,AMD Recycling Inc,324 Kings St ,Salinas,93905,CRV,(831) 754-5639
0,Robinson Rancheria,1545 E Highway 20 ,Nice,95464,CRV,(707) 275-0527
0,East L A Recycling Center,2750 E 1st St ,Los Angeles,90033,CRV,(213) 235-0050
0,El Rancho Market Recycling,2886 Mission Dr ,Solvang,93463,CRV,(805) 736-8812
0,New Horizon Salvage,11965 Branford St ,Sun Valley,91352,CRV,(818) 890-1233
0,Money for Cans,2610F W Edinger Ave ,Santa Ana,92704,CRV,(949) 200-2046
0,A 1 Upland Recycling Center,1248 W 9th St ,Upland,91786,CRV,(909) 982-1044
0,Global Metal Recycling Inc,1011 E Pine St ,Santa Ana,92701,CRV,(714) 547-9079
0,Martin Recycling,16435 H Vanowen St ,Van Nuys,91406,CRV,(818) 262-3434
0,Santa Rosa Recycling,5243 Mission Oaks Blvd ,Camarillo,93012,CRV,(805) 987-2986
0,Bionet Inc,5402 Walnut Ave ,Irvine,92604,CRV,(909) 908-8589
0,Laur Metals Co,831 N Hacienda Blvd ,La Puente,91744,CRV,(323) 266-1654
0,Garcia Recycling Center & Metals,13862 Seaboard Cir ,Garden Grove,92843,CRV,(714) 554-3213
0,Genesis Recycling,2520 E Palmdale Blvd ,Palmdale,93550,CRV,(818) 400-8702
0,J Torres Co/Edwards AFB,Landfill Office Bldg 7998 ,Edwards Air Force Base,93524,CRV,(661) 277-3867
0,Mid Valley Recycling,1520 Meredith Ave ,Gustine,95322,CRV,(559) 706-3973
0,Recycling Services Centers,6565 Mission Blvd ,Riverside,92509,CRV,(951) 681-2525
0,Laur Metals Co,7300 Atlantic Ave ,Cudahy,90201,CRV,(323) 269-8326
0,Valley Recycling,21061 Sherman Way ,Canoga Park,91303,CRV,
0,Empire Steel,3094 N Township Rd ,Yuba City,95993,CRV,(530) 673-7180
0,EDCO Buyback Center,224 S Las Posas Rd ,San Marcos,92078,CRV,(760) 744-2700
0,Brunos Iron and Metal LP,3211 S Golden State Blvd ,Fresno,93725,CRV,(559) 233-6543
0,Green Earth Recycling,5926 Monterey Rd ,Los Angeles,90042,CRV,(818) 523-8778
0,Goleta Drop Off Center,20 David Love Pl ,Goleta,93117,CRV,(805) 963-1852
0,A & H Recycling Inc,7225 Vineland Ave ,Sun Valley,91352,CRV,(818) 262-1300
0,A & H Recycling Inc,6140 Lankershim Blvd ,North Hollywood,91606,CRV,(818) 262-1300
0,Big Foot Recycling,725 S Main St ,Red Bluff,96080,CRV,(530) 515-2972
0,Eddies Place,65770 Hammond Rd ,Mecca,92254,CRV,(760) 275-2131
0,J & D Recycling,1277 Kern St ,Taft,93268,CRV,(661) 765-6752
0,R Men,20816 E Arrow Hwy ,Covina,91724,CRV,(818) 634-1641
0,Mariposa County Landfill Recycling Center,5593 Highway 49 N ,Mariposa,95338,CRV,(209) 966-5165
0,JD Recycling,14411 Victory Blvd ,Van Nuys,91401,CRV,(818) 288-2774
0,J and M Recycling Inc,2205 Rice Ave ,West Sacramento,95691,CRV,(916) 372-4223
0,Ginas Recycling Center,4840 Peck Rd ,El Monte,91732,CRV,(626) 628-6117
0,RELS Recycling,19300 Rinaldi St ,Northridge,91326,CRV,(818) 521-3233
0,U S Metals Inc,84481 Cabazon Rd Ste D,Indio,92201,CRV,(760) 775-9922
0,C & T Recycling,605 E Date Ave ,Porterville,93257,CRV,(559) 359-3222
0,RB Recycling,555 W Visalia Rd ,Exeter,93221,CRV,(559) 799-9513
0,EarthWize Recycling,1231 S Sanderson Ave ,Hemet,92545,CRV,(909) 933-2773
0,Simon Golden Mountains Group Inc,8335 Beech Ave ,Fontana,92335,CRV,(909) 357-1996
0,A & H Recycling Inc,6730 Tujunga Ave ,North Hollywood,91606,CRV,(818) 262-1300
0,Santa Barbara Buy Back Center,725 Cacique St ,Santa Barbara,93103,CRV,(805) 963-1852
0,A and S Recycling,6101 Rosemead Blvd ,Pico Rivera,90660,CRV,(818) 970-4920
0,Lucky 7 Recycling,13307 Paramount Blvd ,South Gate,90280,CRV,(323) 443-7143
0,Skyline Recycling Co,538 N Quince St ,Escondido,92025,CRV,(760) 741-5236
0,Recycling Zone Inc,4989B Peabody Rd ,Fairfield,94533,CRV,(707) 437-1301
0,A and S Recycling,6000 Pacific Blvd ,Huntington Park,90255,CRV,(818) 970-4920
0,W & W Recycling,3870 S Western Ave ,Los Angeles,90062,CRV,(818) 355-0680
0,Exeter Community Recycling Center,314 W Firebaugh Ave ,Exeter,93221,CRV,(559) 756-4135
0,Industry Recycling,15233 E Gale Ave ,La Puente,91744,CRV,(626) 606-0016
0,Chino Hills Recycling,4200 Chino Hills Pkwy ,Chino Hills,91709,CRV,(818) 281-9999
0,San Benito Recycling,10 4th St ,Hollister,95023,CRV,(831) 636-1806
0,Lalil Daqaw Pomo Recycling Center,12605 Nokomis Rd ,Hopland,95449,CRV,(707) 472-2100 ext.1305
0,Farmers Country Market,7672 Greenback Ln ,Citrus Heights,95610,CRV,(916) 725-4001
0,The Cans Company,9750 Chapman Ave ,Garden Grove,92840,CRV,(714) 402-5580
0,Green Earth Recycling,7355 Lankershim Blvd ,North Hollywood,91605,CRV,(818) 523-8778
0,A and S Recycling,9435 E Washington Blvd ,Pico Rivera,90660,CRV,(818) 970-4920
0,Recycle OXBA,3053 E Shields Ave ,Fresno,93726,CRV,(559) 673-6463
0,Burrtec Waste and Recycling Services,41800 Corporate Way ,Palm Desert,92260,CRV,(760) 346-2953
0,Burrtec Recovery and Transfer LLC,70 100 Edom Hill Rd ,Cathedral City,92234,CRV,(760) 578-7121
0,Allan Company,540 W Chevy Chase Dr ,Glendale,91204,CRV,(818) 552-2870
0,El Dorado Disposal Service,580 Truck St ,Placerville,95667,CRV,(530) 626-4141
0,E & M Recycling Co,928 N Euclid St ,Anaheim,92801,CRV,(714) 242-4077
0,Brambila Recycling,2330 BROADWAY ,SACRAMENTO,95818,CRV,(916) 643-5313
0,Hernandez Recycling #2,1145 E 108TH ST ,LOS ANGELES,90059,CRV,(323) 893-1951
0,Martines Recycling,7101 Canby Ave ,Reseda,91335,CRV,(818) 970-0113
0,E & M Recycling Co,4001 Inglewood Ave ,Redondo Beach,90278,CRV,(310) 421-0251
0,Martinez Recycling Center 1,3514 E 61st St ,Huntington Park,90255,CRV,(323) 588-5575
0,Martinez Recycling Center 6,6300 Gage Ave ,Bell Gardens,90201,CRV,(323) 771-5065
0,Recycling Innovations,20001 Roscoe Blvd ,Winnetka,91306,CRV,(818) 620-1933
0,Universal Service Recycling Merced Inc,450 N Tower Rd ,Merced,95340,CRV,(209) 944-9555
0,El Dorado Disposal,4421 Latrobe Road ,El Dorado Hills,95762,CRV,(530) 626-4141
0,Green Earth Recycling,13107 E Valley Blvd ,City Of Industry,91746,CRV,(818) 523-8778
0,S & D Recycling,1149 Kansas Ave ,Modesto,95351,CRV,(209) 572-0942
0,E & M Recycling Co,1101 W Commonwealth Ave ,Fullerton,92833,CRV,(714) 451-4231
0,Fullerton Recycling Center,2920 Yorba Linda Blvd ,Fullerton,92831,CRV,(714) 242-4088
0,Martinez Recycling Center #5,11046 S Atlantic Ave ,Lynwood,90262,CRV,(562) 663-9115
0,Power Mart,9015 Folsom Blvd ,Sacramento,95826,CRV,(916) 363-1149
0,Universal Recycling Service Inc,3200 S El Dorado St ,Stockton,95206,CRV,(209) 944-9555
0,Inglewood Recycling Center,3200 W Century Blvd ,Inglewood,90303,CRV,(424) 243-9043
0,Norwalk Recycling Center,10901 Imperial Hwy ,Norwalk,90650,CRV,(562) 262-9602
0,Diaz Recycling,548 S Sacramento St ,Lodi,95240,CRV,(209) 502-5729
0,Perez Recycling II,17068 Rd 26 ,Madera,93638,CRV,(559) 681-1342
0,Angelicas Recycling,608 E 89th St ,Los Angeles,90003,CRV,(323) 750-0190
0,Candoo Recycling,13211 Gladstone Ave ,Sylmar,91342,CRV,
0,J L Recycling,731 Poplar Ave ,West Sacramento,95691,CRV,(916) 646-4846
0,Clovis Recycling,1059 Hoblitt Ave ,Clovis,93612,CRV,(559) 299-8807
0,Devlin Road Transfer Station Buy Back,889 Devlin Rd ,American Canyon,94503,CRV,(707) 255-5200
0,Diamond Hills Recycling Corp,249 Veile Ave ,Beaumont,92223,CRV,(951) 845-4315
0,Marias Recycling Center,21813 Highway 33 ,Crows Landing,95313,CRV,(209) 303-4662
0,Orange County Conservation Corps,16122 Construction Cir E ,Irvine,92606,CRV,(949) 857-0231
0,J L Recycling,7547 Watt Ave ,North Highlands,95660,CRV,(916) 459-0814
0,J L Recycle Center,40344 Road 128 ,Cutler,93615,CRV,(559) 528-3019
0,Town Clean Recycle Center,1770 Broadway ,Placerville,95667,CRV,(775) 223-9216
0,1 x 1 Recycling Corp,14124 Lambert Rd ,Whittier,90605,CRV,(818) 642-9424
0,RB Recycling,1845 W TULARE AVE ,TULARE,93274,CRV,(559) 799-9513
0,American Recycling,15292 LIBERTY ST ,SAN LEANDRO,94578,CRV,(408) 515-9661
0,G E Recycling Co Inc,19320 Vanowen St ,Reseda,91335,CRV,(818) 523-8778
0,Genesis Recycling,38709 N TIERRA SUBIDA ST ,PALMDALE,93551,CRV,(818) 482-9307
0,General Metal Recycling Co,1541 W Washington Blvd ,Montebello,90640,CRV,(323) 722-9995
0,Pala Transfer Station & Recycling Center,12802 Highway 76 ,Pala,92059,CRV,(760) 742-1781
0,G E Recycling Co Inc,20440 Devonshire St ,Chatsworth,91311,CRV,(818) 523-8778
0,Diaz Recycling,6011 N El Dorado St ,Stockton,95207,CRV,(209) 502-5729
0,Flores Recycling Center,333 S IRWINDALE AVE ,Azusa,91702,CRV,(626) 200-0249
0,Salinas Recycling,1368 Church St ,Sanger,93657,CRV,(559) 213-5449
0,Cosecha Recycling,1397 E Springville Ave ,Porterville,93257,CRV,(559) 793-6712
0,T M Scrap Metals Inc,11092 Tuxford St ,SUN VALLEY,91352,CRV,(818) 577-8220
0,Go Green Recycling,1803 S STOCKTON ST ,LODI,95240,CRV,(209) 462-8473
0,Los Botis Recycling,1217 9TH ST ,SANGER,93657,CRV,(559) 694-1204
0,Empire Steel Inc,1508 PARKER AVE ,OROVILLE,95965,CRV,(530) 673-7180
0,Capital City Recycling Inc,3185 LONGVIEW DR UNIT C,SACRAMENTO,95821,CRV,(916) 334-3591
0,D Street Recycling Inc,16444 D ST ,VICTORVILLE,92394,CRV,(760) 243-0624
0,Apple Recycling,65105 Dillon Rd ,Desert Hot Springs,92240,CRV,(760) 625-3618
0,Recycling Industries Inc,140 Epley Dr ,Yuba City,95991,CRV,(530) 671-2215
0,Diaz Recycling,2517 E Fremont St ,Stockton,95205,CRV,(209) 502-5729
0,American Iron & Metals,1050 Brookside Dr ,Richmond,94801,CRV,(510) 233-0440
0,IB Recycling,2267 Northgate Blvd ,SACRAMENTO,95833,CRV,(916) 929-7460
0,1 x 1 Recycling Corp,9023 Sepulveda Blvd ,North Hills,91343,CRV,(818) 642-9424
0,SoCal 6,2700 Colorado Blvd ,Los Angeles,90041,CRV,(323) 662-2904
0,Green-N-Clean Recycling Inc,2621 GREEN RIVER RD ,CORONA,92882-7433,CRV,(323) 697-1688
0,Bargain Center,6355 Compton Ave ,Los Angeles,90001,CRV,(323) 753-3491
0,Genesis Recycling,3624 SMITH AVE ,ACTON,93551,CRV,(818) 482-9307
0,AD Recycling Kingsburg,909 Sierra St ,Kingsburg,93631,CRV,(559) 696-6349
0,J B Recycling,1499 Market St ,Yuba City,95991,CRV,(530) 315-1640
0,Mega Recycling Inc,8416 SULTANA AVE ,FONTANA,92335,CRV,(909) 356-0591
0,L A Recycling,10455 LAUREL CANYON BLVD ,PACOIMA,91352,CRV,(818) 577-6368
0,GL Perez Inc,625 N Gateway Dr ,Madera,93638,CRV,(559) 416-7687
0,CMS Recycling Inc,1428 Mission Rd ,Escondido,92029,CRV,(760) 741-6300
0,Zuniga Recycling,21524 Dracea Ave ,Moreno Valley,92553,CRV,(951) 616-7664
0,Express Recycling,7518 Foothill Blvd ,Tujunga,91042,CRV,(818) 726-5557
0,Jerry & Willie's Recycling,40091 Enterprise Dr Ste F,Oakhurst,93644,CRV,(559) 642-6444
0,G E Recycling Co Inc,7444 Florence Ave ,Downey,90241,CRV,(818) 523-8778
0,Recycling of Reedley,920 N Alta Ave ,Dinuba,93618,CRV,(310) 474-6177
0,ZARC International LLC,26 S Linden Ave ,South San Francisco,94080,CRV,(415) 215-8059
0,Recycling Innovations,10201 RESEDA BLVD ,NORTHRIDGE,91324,CRV,(818) 620-1933
0,Salinas Recycling,3706 McCall Ave ,Selma,93662,CRV,
0,Mikes Recycling Inc,3151 Main St ,Chula Vista,91911,CRV,(619) 254-5003
0,Go Green Recycling Inc,2214 Robindale Ave ,Stockton,95205,CRV,(209) 462-8473
0,Tuxford Recycling,11223 Tuxford St ,Sun Valley,91352,CRV,(818) 767-7727
0,New World Recycling Inc,3100 N Alameda St ,Compton,90222-1403,CRV,(818) 262-0110
0,JD Recycling,13116 Foothill Blvd ,Sylmar,91342,CRV,(818) 288-2774
0,Ponce Recycling Inc,5212 W Adams Blvd ,Los Angeles,90016,CRV,(323) 533-4862
0,Next Generation Recycling,3022 E Chapman Ave ,Orange,92869,CRV,(714) 931-5004
0,Pomona Scrap Metal,1432 E 1st St ,Pomona,91766,CRV,(909) 623-1373
0,Go Green Recycling Inc,45 W Grantline Rd ,Tracy,95376,CRV,(209) 879-9025
0,Buy Back Inc,1405 W Shields Ave ,Fresno,93705,CRV,(559) 706-2096
0,Altadena Recycling Center 1,2211 N Lincoln Ave ,Altadena,91001,CRV,(626) 604-0014
0,Camacho Recycle,5121 GAGE AVE ,BELL,90201,CRV,(310) 658-4974
0,Allan Company,39530 12TH ST E ,PALMDALE,93550,CRV,(661) 273-0775
0,EOC Local Conservation Corps Recycling at Friant Trading Post,17108 N Friant Rd ,Friant,93626,CRV,(510) 304-1435
0,A V Recycling Center,421 W Avenue I 101B,Lancaster,93534,CRV,(661) 948-4088
0,American Recycling,6981 N Winton Way ,Winton,95388,CRV,(209) 947-0477
0,Riverbank Recycling,2780 C Patterson Rd ,Riverbank,95367,CRV,(209) 863-8641
0,SA Recycling,2000 E Brundage Ln ,Bakersfield,93307,CRV,(661) 327-3559
0,SA Recycling,460 E Holton Rd ,El Centro,92243,CRV,(760) 352-2630
0,SA Recycling,1441 Mountain View ,Oxnard,93030,CRV,(805) 486-7525
0,SA Recycling,15615 Arrow Hwy ,Fontana,92335,CRV,(909) 823-3431
0,SA Recycling,45565 N Division St ,Lancaster,93535,CRV,(661) 945-4426
0,SA Recycling,11614 East End Ave ,Chino,91710,CRV,(909) 643-2402
0,Recycling On Earth,1230 Olive St ,Ramona,92065,CRV,(760) 789-9430
0,Tokay Valley Recycling Inc,60 S Cluff Ave ,Lodi,95240,CRV,(209) 339-4990
0,Go Green Recycling,22233 Powhatan Rd ,Apple Valley,92308,CRV,(760) 240-2220
0,True Value,345 W Main St ,Woodland,95695,CRV,(916) 218-2646
0,R R Recycling,316 E Kings St ,Avenal,93204,CRV,(805) 296-2286
0,SA Recycling,521 N RICE AVE ,OXNARD,93030,CRV,(805) 973-1448
0,PRC Collection Inc,1023 N GRAND AVE ,COVINA,91724,CRV,(626) 260-7411
0,Ponce Recycling,123 E LOMITA BLVD ,CARSON,90745,CRV,(323) 533-4862
0,Rhino Recycling,2401 N Rose Ave ,Oxnard,93036,CRV,(805) 857-9412
0,Best Value Recycling LLC,15062 Valley Blvd ,Fontana,92335,CRV,(949) 477-2100
0,Diaz Recycling,5121 Holiday Dr ,Stockton,95207,CRV,(209) 502-5729
0,Radius Recycling,11665 BERRYESSA RD ,SAN JOSE,95133,CRV,(408) 477-9482
0,Miguel Mendoza Recycling,15418 Parthenia St ,North Hills,91343,CRV,(818) 926-6478
0,Renovate Recycling Center Inc,516 W CHAPMAN AVE ,PLACENTIA,92870,CRV,(714) 453-7028
0,Brambila Recycling,370 SEBASTOPOL RD ,SANTA ROSA,95407,CRV,(916) 643-5313
0,Go Green Recycling Inc,2066 W Yosemite Ave ,Manteca,95337,CRV,(209) 665-4030
0,AM Recycling Inc,8963 Sierra Ave ,Fontana,92335,CRV,(323) 896-4192
0,Brambila Recycling Co,5600 Freeport Blvd ,Sacramento,95822,CRV,(916) 643-5313
0,Express Cros Interstate Inc,119 W Bencamp St ,San Gabriel,91776,CRV,(626) 625-9935
0,Ramirez Recycling Center,32757 Rd 160 ,Ivanhoe,93235,CRV,(559) 623-3257
0,Valley Springs Recycling,148 Main St ,Valley Springs,95252,CRV,(209) 772-9340
0,Cosecha Recycling #2,1091 W Olive Ave ,Porterville,93257,CRV,(559) 793-6712
0,G & S Recycling,534 E Main St ,Barstow,92311,CRV,(760) 577-9925
0,Sun's Pad & Foam Recycling,108 Medburn St B1,Concord,94520,CRV,(925) 246-7990
0,RS Recycling Inc/King Recycling,7907 Cajon Rd ,El Cajon,92021,CRV,(619) 922-7047
0,P & R Recycling,324 N Cherokee Ln ,Lodi,95240,CRV,(209) 518-7076
0,Ponce Recycling,11660 FIRESTONE BLVD ,NORWALK,90650,CRV,(323) 533-4862
0,G E Recycling Co Inc,8008 Laurel Canyon Blvd ,North Hollywood,91605,CRV,(818) 523-8778
0,SoCal Recycling,8969 Santa Monica Blvd ,West Hollywood,90069,CRV,(323) 662-2904
0,Go Green Recycling Center,17643 Sherman Way ,Van Nuys,91406,CRV,(818) 579-5596
0,Allan Co,2525 S Sunland Ave ,Fresno,93725,CRV,(559) 264-4804
0,Rafael Arroyo Recycling,1338 S Union Ave ,Bakersfield,93307,CRV,(661) 703-3825
0,Salinas Recycling,316 Commission St ,Salinas,93901,CRV,(831) 758-5357
0,Resources Services Alliance Inc,13314 Saticoy St ,North Hollywood,91605,CRV,(818) 982-5800
0,O C Recycling,1601 E Edinger Ave ,Santa Ana,92705,CRV,(714) 973-2267
0,Serrano Pallets and Recycling,5808 Lindhurst Ave ,Marysville,95901,CRV,(530) 923-3063
0,Sammy's Recycling,24953 RAILROAD AVE ,NEWHALL,91321,CRV,(310) 910-5534
0,ABC Recycling,10330 Hole Ave Unit B-9,Riverside,92505,CRV,(949) 702-2555
0,McCoy Recycling Inc,8975 Rochester Ave ,Rancho Cucamonga,91730,CRV,(909) 980-6272
0,Diaz Recycling,2509 A West Ln ,STOCKTON,95205,CRV,(209) 336-2543
0,River City Waste Recyclers,8940 Elder Creek Rd ,Sacramento,95829,CRV,(916) 383-5511
0,Bedford Enterprises Inc,1940 W Betteravia Rd ,Santa Maria,93455,CRV,(805) 922-4977
0,CR & R Inc,14521 S Broadway ,BLYTHE,92225,CRV,(760) 922-2267
0,Last Chance Inc/Cash 4 Scrap,7054 Laurel Canyon Blvd ,North Hollywood,91605,CRV,(818) 764-4337
0,Last Chance Inc dba A Star Recycling,7054 Laurel Canyon Blvd ,North Hollywood,91605,CRV,(818) 764-4337
0,EDCO Recycling & Transfer,2755 California Ave ,Signal Hill,90755,CRV,(760) 744-5615
0,C & C Recycling,500 JAYNE ST STE D,KING CITY,93930,CRV,(831) 386-1049
0,Greenfield Recycling,455 B El Camino Real ,GREENFIELD,93927,CRV,(831) 674-7248
0,G & L Recycling Soledad,235 C NESTLES RD ,SOLEDAD,93960,CRV,(831) 315-3313
0,G & L Recycling 2,851 5TH ST ,GONZALES,93926,CRV,(831) 970-3114
0,Salinas Recycling #2,1275 S MAIN ST ,SALINAS,93901,CRV,(831) 970-3114
0,San Diego CRV Center,857 32nd St ,San Diego,92102,CRV,(619) 501-3008
0,Our Planet Recycling SF LLC,445 Bayshore Blvd ,San Francisco,94124,CRV,(415) 866-6102
0,Cal State Recycling,104 N 11TH AVE ,HANFORD,93230,CRV,(559) 871-0184
0,AM Recycle,25885 RAILROAD AVE ,SAUGUS,91350,CRV,(661) 645-9721
0,Next Generation Recycling #2,27771 CENTER DR ,MISSION VIEJO,92692,CRV,(714) 931-5004
0,City Recycling,836 Preston St ,San Bernardino,92410,CRV,(909) 888-5700
0,Genesis Recycling,801 RINALDI ST STE R,SAN FERNANDO,91345,CRV,(818) 482-9307
0,The Cans Company,2394 1/2 W Lincoln Ave ,Anaheim,92801,CRV,(714) 402-5580
0,California Recycling Center,1642 Elgin Ave ,Dos Palos,93620,CRV,(559) 871-8329
0,Safe Way Recycling & Recovery Inc,21516 Main St Ste B,Grand Terrace,92313,CRV,(951) 742-5719
0,Glendale Recycling Center Inc,1850 Glendale Blvd ,Los Angeles,90026,CRV,(818) 334-0934
0,Evolution Recycling Inc #2,120 S Pine St ,San Gabriel,91776,CRV,(323) 267-0224
0,A & S Metals,1080 W BEACH ST ,WATSONVILLE,95076-5130,CRV,(831) 633-3379
0,Ponce Recycling,6040 VENICE BLVD ,LOS ANGELES,90034,CRV,(323) 533-4862
0,Ponce Recycling,650 E CARSON ST ,CARSON,90745,CRV,(323) 533-4862
0,Bestway Recycling,1012 W Gardena Blvd ,Gardena,90247,CRV,(310) 720-0650
0,Evergreen Recycling Co,2411 N DINUBA BLVD ,VISALIA,93291,CRV,(559) 623-1090
0,Salinas Recycling,2965 WHITSON ST ,SELMA,93662,CRV,(559) 513-3162
0,Oxnard Recycling,4833 S ROSE AVE ,OXNARD,93033,CRV,(888) 339-3362
0,Renovate Recycling Center Inc,8800 LIMONITE AVE ,RIVERSIDE,92509,CRV,(714) 453-7028
0,Burbank Recycle Center,500 S FLOWER ST ,BURBANK,91502,CRV,(818) 276-0434
0,Baeza Recycling,1500 DALLAS ST ,MODESTO,95358,CRV,(209) 581-9417
0,Evolution Recycling #5,1022-1112 WALNUT AVE ,TUSTIN,92780,CRV,(323) 267-0224
0,Sanchez Recycling Inc,1130 W 6TH ST ,CORONA,92882,CRV,(714) 465-6732
0,Recycling Innovations,8464 RESEDA BLVD ,NORTHRIDGE,91324,CRV,(818) 620-1933
0,Alfonso Garcia Recycling,18470 COLIMA RD ,ROWLAND HEIGHTS,91748,CRV,(818) 904-0992
0,Picador Recycling Center,1270 Picador Blvd ,San Diego,92154,CRV,(619) 454-4324
0,Ironlife Inc,1375 W Rialto Ave ,San Bernardino,92410,CRV,(909) 888-2400
0,Palmdale Recycling,38022 Sierra Hwy ,Palmdale,93550,CRV,(661) 273-4825
0,Universal Service Recycling Inc,570 S 9TH ST ,MODESTO,95351,CRV,(209) 622-4040
0,Diaz Recycling,1049 W YOSEMITE AVE ,MANTECA,95337,CRV,(209) 502-5729
0,Ranch Town Recycling Center,775 Lincoln Ave ,San Jose,95126,CRV,(408) 292-3333
0,Cal Pac Recycling,703 Emerson Ave ,Calexico,92231,CRV,(760) 768-3236
0,Ponce Recycling,10801 PRAIRIE AVE ,INGLEWOOD,90303,CRV,(323) 533-4862
0,Great Future Recycling Inc #3,1433 VALINDA AVE ,LA PUENTE,91744,CRV,(310) 990-1464
0,Universal Service Recycling Inc,8455 24TH AVE ,SACRAMENTO,95824,CRV,(916) 233-3400
0,Etiwanda Recycling Inc,6102 Etiwanda Ave ,Jurupa Valley,91752,CRV,(951) 263-6173
0,JD Recycling,2042 E Palmdale Blvd ,Palmdale,93550,CRV,(213) 839-0501
0,Quality Recycling Inc,13863 POWAY RD ,POWAY,92064,CRV,(858) 668-1780
